fecha,timestamp,R:ea,R:er,S:ea,S:er,T:ea,T:er
2022/10/28 15:40:00,1666982400,783.45,531.66,801.33,693.69,658.82,606.67
2022/10/28 15:45:01,1666982701,783.45,531.66,801.33,693.7,658.82,606.67
2022/10/28 15:50:00,1666983000,783.45,531.66,801.33,693.7,658.82,606.67
2022/10/28 15:55:01,1666983301,783.46,531.66,801.33,693.7,658.82,606.67
2022/10/28 16:00:00,1666983600,784.09,532.1,801.99,694.28,659.36,607.19
2022/10/28 16:05:00,1666983900,784.95,532.67,802.89,695.04,660.08,607.85
2022/10/28 16:10:00,1666984200,785.03,532.73,802.97,695.13,660.14,607.93
2022/10/28 16:15:01,1666984501,785.04,532.74,802.97,695.13,660.14,607.93
2022/10/28 16:20:00,1666984800,785.04,532.74,802.97,695.14,660.14,607.93
2022/10/28 16:25:00,1666985100,785.04,532.74,802.97,695.14,660.14,607.93
2022/10/28 16:30:00,1666985400,785.04,532.74,802.97,695.14,660.14,607.93
2022/10/28 16:35:00,1666985700,785.05,532.74,802.97,695.14,660.14,607.93
2022/10/28 16:40:00,1666986000,785.05,532.74,802.97,695.14,660.14,607.93
2022/10/28 16:45:00,1666986300,785.05,532.74,802.97,695.15,660.14,607.93
2022/10/28 16:50:00,1666986600,785.05,532.74,802.97,695.15,660.14,607.93
2022/10/28 16:55:00,1666986900,785.06,532.75,802.97,695.15,660.14,607.93
2022/10/28 17:00:00,1666987200,785.06,532.75,802.97,695.15,660.15,607.93
2022/10/28 17:05:01,1666987501,785.06,532.75,802.97,695.16,660.15,607.93
2022/10/28 17:10:00,1666987800,785.06,532.75,802.97,695.16,660.15,607.93
2022/10/28 17:15:01,1666988101,785.06,532.75,802.97,695.16,660.15,607.93
2022/10/28 17:20:00,1666988400,785.07,532.75,802.97,695.16,660.15,607.93
2022/10/28 17:25:01,1666988701,785.07,532.75,802.98,695.16,660.15,607.93
2022/10/28 17:30:00,1666989000,785.07,532.75,802.98,695.17,660.15,607.93
2022/10/28 17:35:01,1666989301,785.07,532.76,802.98,695.17,660.15,607.93
2022/10/28 17:40:00,1666989600,785.08,532.76,802.98,695.17,660.15,607.93
2022/10/28 17:45:01,1666989901,785.08,532.76,802.98,695.17,660.15,607.93
2022/10/28 17:50:00,1666990200,785.08,532.76,802.98,695.17,660.15,607.93
2022/10/28 17:55:01,1666990501,785.08,532.76,802.98,695.18,660.15,607.93
2022/10/28 18:00:00,1666990800,785.09,532.76,802.98,695.18,660.15,607.93
2022/10/28 18:05:01,1666991101,785.09,532.76,802.98,695.18,660.15,607.93
2022/10/28 18:10:00,1666991400,785.09,532.76,802.98,695.18,660.15,607.93
2022/10/28 18:15:01,1666991701,785.09,532.77,802.98,695.19,660.15,607.93
2022/10/28 18:20:00,1666992000,785.09,532.77,802.98,695.19,660.15,607.93
2022/10/28 18:25:00,1666992300,785.1,532.77,802.98,695.19,660.15,607.93
2022/10/28 18:30:00,1666992600,785.1,532.77,802.98,695.19,660.15,607.93
2022/10/28 18:35:01,1666992901,785.1,532.77,802.98,695.19,660.15,607.93
2022/10/28 18:40:00,1666993200,785.1,532.77,802.98,695.2,660.15,607.93
2022/10/28 18:45:01,1666993501,785.11,532.77,802.98,695.2,660.15,607.93
2022/10/28 18:50:00,1666993800,785.11,532.77,802.98,695.2,660.15,607.93
2022/10/28 18:55:00,1666994100,785.11,532.78,802.99,695.2,660.15,607.93
2022/10/28 19:00:01,1666994401,785.11,532.78,802.99,695.21,660.15,607.93
2022/10/28 19:05:00,1666994700,785.12,532.78,802.99,695.21,660.16,607.93
2022/10/28 19:10:01,1666995001,785.12,532.78,802.99,695.21,660.16,607.93
2022/10/28 19:15:00,1666995300,785.12,532.78,802.99,695.21,660.16,607.93
2022/10/28 19:20:01,1666995601,785.12,532.78,802.99,695.21,660.16,607.93
2022/10/28 19:25:00,1666995900,785.12,532.78,802.99,695.22,660.16,607.93
2022/10/28 19:30:01,1666996201,785.13,532.78,802.99,695.22,660.16,607.93
2022/10/28 19:35:00,1666996500,785.13,532.78,802.99,695.22,660.16,607.93
2022/10/28 19:40:01,1666996801,785.13,532.79,802.99,695.22,660.16,607.93
2022/10/28 19:45:00,1666997100,785.13,532.79,802.99,695.22,660.16,607.93
2022/10/28 19:50:00,1666997400,785.14,532.79,802.99,695.23,660.16,607.93
2022/10/28 19:55:00,1666997700,785.14,532.79,802.99,695.23,660.16,607.93
2022/10/28 20:00:01,1666998001,785.14,532.79,802.99,695.23,660.16,607.93
2022/10/28 20:05:00,1666998300,785.14,532.79,802.99,695.23,660.16,607.93
2022/10/28 20:10:01,1666998601,785.15,532.79,802.99,695.24,660.16,607.93
2022/10/28 20:15:00,1666998900,785.15,532.79,802.99,695.24,660.16,607.93
2022/10/28 20:20:01,1666999201,785.15,532.8,802.99,695.24,660.16,607.93
2022/10/28 20:25:00,1666999500,785.15,532.8,802.99,695.24,660.16,607.93
2022/10/28 20:30:01,1666999801,785.15,532.8,803.0,695.24,660.16,607.93
2022/10/28 20:35:00,1667000100,785.16,532.8,803.0,695.25,660.16,607.93
2022/10/28 20:40:01,1667000401,785.16,532.8,803.0,695.25,660.16,607.93
2022/10/28 20:45:00,1667000700,785.16,532.8,803.0,695.25,660.16,607.93
2022/10/28 20:50:00,1667001000,785.16,532.8,803.0,695.25,660.16,607.93
2022/10/28 20:55:01,1667001301,785.17,532.8,803.0,695.25,660.16,607.93
2022/10/28 21:00:00,1667001600,785.17,532.81,803.0,695.26,660.16,607.93
2022/10/28 21:05:00,1667001900,785.17,532.81,803.0,695.26,660.16,607.93
2022/10/28 21:10:01,1667002201,785.17,532.81,803.0,695.26,660.16,607.93
2022/10/28 21:15:00,1667002500,785.18,532.81,803.0,695.26,660.17,607.93
2022/10/28 21:20:00,1667002800,785.18,532.81,803.0,695.27,660.17,607.93
2022/10/28 21:25:01,1667003101,785.18,532.81,803.0,695.27,660.17,607.93
2022/10/28 21:30:00,1667003400,785.18,532.81,803.0,695.27,660.17,607.94
2022/10/28 21:35:00,1667003700,785.18,532.81,803.0,695.27,660.17,607.94
2022/10/28 21:40:00,1667004000,785.19,532.82,803.0,695.27,660.17,607.94
2022/10/28 21:45:01,1667004301,785.19,532.82,803.0,695.28,660.17,607.94
2022/10/28 21:50:00,1667004600,785.19,532.82,803.0,695.28,660.17,607.94
2022/10/28 21:55:01,1667004901,785.19,532.82,803.0,695.28,660.17,607.94
2022/10/28 22:00:00,1667005200,785.2,532.82,803.0,695.28,660.17,607.94
2022/10/28 22:05:01,1667005501,785.2,532.82,803.01,695.28,660.17,607.94
2022/10/28 22:10:00,1667005800,785.2,532.82,803.01,695.29,660.17,607.94
2022/10/28 22:15:01,1667006101,785.2,532.82,803.01,695.29,660.17,607.94
2022/10/28 22:20:00,1667006400,785.2,532.83,803.01,695.29,660.17,607.94
2022/10/28 22:25:01,1667006701,785.21,532.83,803.01,695.29,660.17,607.94
2022/10/28 22:30:00,1667007000,785.21,532.83,803.01,695.3,660.17,607.94
2022/10/28 22:35:01,1667007301,785.21,532.83,803.01,695.3,660.17,607.94
2022/10/28 22:40:00,1667007600,785.21,532.83,803.01,695.3,660.17,607.94
2022/10/28 22:45:01,1667007901,785.22,532.83,803.01,695.3,660.17,607.94
2022/10/28 22:50:00,1667008200,785.22,532.83,803.01,695.3,660.17,607.94
2022/10/28 22:55:01,1667008501,785.22,532.83,803.01,695.31,660.17,607.94
2022/10/28 23:00:00,1667008800,785.22,532.83,803.01,695.31,660.17,607.94
2022/10/28 23:05:00,1667009100,785.23,532.84,803.01,695.31,660.17,607.94
2022/10/28 23:10:01,1667009401,785.23,532.84,803.01,695.31,660.17,607.94
2022/10/28 23:15:00,1667009700,785.23,532.84,803.01,695.31,660.17,607.94
2022/10/28 23:20:01,1667010001,785.23,532.84,803.01,695.32,660.18,607.94
2022/10/28 23:25:00,1667010300,785.23,532.84,803.01,695.32,660.18,607.94
2022/10/28 23:30:01,1667010601,785.24,532.84,803.01,695.32,660.18,607.94
2022/10/28 23:35:00,1667010900,785.24,532.84,803.01,695.32,660.18,607.94
2022/10/28 23:40:01,1667011201,785.24,532.84,803.02,695.33,660.18,607.94
2022/10/28 23:45:00,1667011500,785.24,532.85,803.02,695.33,660.18,607.94
2022/10/28 23:50:01,1667011801,785.25,532.85,803.02,695.33,660.18,607.94
2022/10/28 23:55:00,1667012100,785.25,532.85,803.02,695.33,660.18,607.94
2022/10/29 00:00:01,1667012401,785.25,532.85,803.02,695.33,660.18,607.94
2022/10/29 00:05:00,1667012700,785.25,532.85,803.02,695.34,660.18,607.94
2022/10/29 00:10:01,1667013001,785.25,532.85,803.02,695.34,660.18,607.94
2022/10/29 00:15:00,1667013300,785.26,532.85,803.02,695.34,660.18,607.94
2022/10/29 00:20:01,1667013601,785.26,532.85,803.02,695.34,660.18,607.94
2022/10/29 00:25:00,1667013900,785.26,532.86,803.02,695.34,660.18,607.94
2022/10/29 00:30:01,1667014201,785.26,532.86,803.02,695.35,660.18,607.94
2022/10/29 00:35:00,1667014500,785.27,532.86,803.02,695.35,660.18,607.94
2022/10/29 00:40:01,1667014801,785.27,532.86,803.02,695.35,660.18,607.94
2022/10/29 00:45:00,1667015100,785.27,532.86,803.02,695.35,660.18,607.94
2022/10/29 00:50:01,1667015401,785.27,532.86,803.02,695.35,660.18,607.94
2022/10/29 00:55:00,1667015700,785.28,532.86,803.02,695.36,660.18,607.94
2022/10/29 01:00:01,1667016001,785.28,532.86,803.02,695.36,660.18,607.94
2022/10/29 01:05:00,1667016300,785.28,532.86,803.02,695.36,660.18,607.94
2022/10/29 01:10:01,1667016601,785.28,532.87,803.02,695.36,660.18,607.94
2022/10/29 01:15:00,1667016900,785.28,532.87,803.02,695.37,660.18,607.94
2022/10/29 01:20:01,1667017201,785.29,532.87,803.03,695.37,660.18,607.94
2022/10/29 01:25:00,1667017500,785.29,532.87,803.03,695.37,660.18,607.94
2022/10/29 01:30:01,1667017801,785.29,532.87,803.03,695.37,660.19,607.94
2022/10/29 01:35:00,1667018100,785.29,532.87,803.03,695.37,660.19,607.94
2022/10/29 01:40:01,1667018401,785.3,532.87,803.03,695.38,660.19,607.94
2022/10/29 01:45:00,1667018700,785.3,532.87,803.03,695.38,660.19,607.94
2022/10/29 01:50:00,1667019000,785.3,532.88,803.03,695.38,660.19,607.94
2022/10/29 01:55:00,1667019300,785.3,532.88,803.03,695.38,660.19,607.94
2022/10/29 02:00:00,1667019600,785.3,532.88,803.03,695.38,660.19,607.94
2022/10/29 02:05:00,1667019900,785.31,532.88,803.03,695.39,660.19,607.94
2022/10/29 02:10:01,1667020201,785.31,532.88,803.03,695.39,660.19,607.94
2022/10/29 02:15:00,1667020500,785.31,532.88,803.03,695.39,660.19,607.94
2022/10/29 02:20:01,1667020801,785.31,532.88,803.03,695.39,660.19,607.94
2022/10/29 02:25:00,1667021100,785.31,532.88,803.03,695.39,660.19,607.94
2022/10/29 02:30:01,1667021401,785.32,532.88,803.03,695.4,660.19,607.94
2022/10/29 02:35:00,1667021700,785.32,532.89,803.03,695.4,660.19,607.94
2022/10/29 02:40:01,1667022001,785.32,532.89,803.03,695.4,660.19,607.94
2022/10/29 02:45:00,1667022300,785.32,532.89,803.03,695.4,660.19,607.94
2022/10/29 02:50:01,1667022601,785.33,532.89,803.03,695.4,660.19,607.94
2022/10/29 02:55:00,1667022900,785.33,532.89,803.03,695.41,660.19,607.94
2022/10/29 03:00:01,1667023201,785.33,532.89,803.04,695.41,660.19,607.94
2022/10/29 03:05:00,1667023500,785.33,532.89,803.04,695.41,660.19,607.94
2022/10/29 03:10:00,1667023800,785.34,532.89,803.04,695.41,660.19,607.94
2022/10/29 03:15:00,1667024100,785.34,532.9,803.04,695.41,660.19,607.94
2022/10/29 03:20:01,1667024401,785.34,532.9,803.04,695.42,660.19,607.94
2022/10/29 03:25:00,1667024700,785.34,532.9,803.04,695.42,660.19,607.94
2022/10/29 03:30:00,1667025000,785.34,532.9,803.04,695.42,660.19,607.94
2022/10/29 03:35:01,1667025301,785.35,532.9,803.04,695.42,660.19,607.94
2022/10/29 03:40:00,1667025600,785.35,532.9,803.04,695.42,660.19,607.94
2022/10/29 03:45:01,1667025901,785.35,532.9,803.04,695.43,660.2,607.94
2022/10/29 03:50:00,1667026200,785.35,532.9,803.04,695.43,660.2,607.94
2022/10/29 03:55:01,1667026501,785.36,532.9,803.04,695.43,660.2,607.94
2022/10/29 04:00:00,1667026800,785.36,532.91,803.04,695.43,660.2,607.94
2022/10/29 04:05:01,1667027101,785.36,532.91,803.04,695.44,660.2,607.94
2022/10/29 04:10:00,1667027400,785.36,532.91,803.04,695.44,660.2,607.94
2022/10/29 04:15:00,1667027700,785.36,532.91,803.04,695.44,660.2,607.94
2022/10/29 04:20:01,1667028001,785.37,532.91,803.04,695.44,660.2,607.94
2022/10/29 04:25:00,1667028300,785.37,532.91,803.04,695.44,660.2,607.94
2022/10/29 04:30:00,1667028600,785.37,532.91,803.04,695.45,660.2,607.94
2022/10/29 04:35:01,1667028901,785.37,532.91,803.04,695.45,660.2,607.94
2022/10/29 04:40:00,1667029200,785.38,532.92,803.04,695.45,660.2,607.94
2022/10/29 04:45:01,1667029501,785.38,532.92,803.05,695.45,660.2,607.94
2022/10/29 04:50:00,1667029800,785.38,532.92,803.05,695.45,660.2,607.94
2022/10/29 04:55:00,1667030100,785.38,532.92,803.05,695.46,660.2,607.94
2022/10/29 05:00:01,1667030401,785.39,532.92,803.05,695.46,660.2,607.94
2022/10/29 05:05:00,1667030700,785.39,532.92,803.05,695.46,660.2,607.94
2022/10/29 05:10:01,1667031001,785.39,532.92,803.05,695.46,660.2,607.94
2022/10/29 05:15:00,1667031300,785.39,532.92,803.05,695.46,660.2,607.94
2022/10/29 05:20:01,1667031601,785.39,532.93,803.05,695.47,660.2,607.94
2022/10/29 05:25:00,1667031900,785.4,532.93,803.05,695.47,660.2,607.94
2022/10/29 05:30:01,1667032201,785.4,532.93,803.05,695.47,660.2,607.94
2022/10/29 05:35:00,1667032500,785.4,532.93,803.05,695.47,660.2,607.94
2022/10/29 05:40:01,1667032801,785.4,532.93,803.05,695.48,660.2,607.94
2022/10/29 05:45:00,1667033100,785.41,532.93,803.05,695.48,660.2,607.94
2022/10/29 05:50:01,1667033401,785.41,532.93,803.05,695.48,660.21,607.94
2022/10/29 05:55:00,1667033700,785.41,532.93,803.05,695.48,660.21,607.94
2022/10/29 06:00:01,1667034001,785.41,532.93,803.05,695.48,660.21,607.94
2022/10/29 06:05:00,1667034300,785.41,532.94,803.05,695.49,660.21,607.94
2022/10/29 06:10:01,1667034601,785.42,532.94,803.05,695.49,660.21,607.94
2022/10/29 06:15:00,1667034900,785.42,532.94,803.05,695.49,660.21,607.94
2022/10/29 06:20:01,1667035201,785.42,532.94,803.05,695.49,660.21,607.94
2022/10/29 06:25:00,1667035500,785.42,532.94,803.06,695.49,660.21,607.94
2022/10/29 06:30:00,1667035800,785.43,532.94,803.06,695.5,660.21,607.94
2022/10/29 06:35:00,1667036100,785.43,532.94,803.06,695.5,660.21,607.94
2022/10/29 06:40:00,1667036400,785.43,532.94,803.06,695.5,660.21,607.94
2022/10/29 06:45:01,1667036701,785.43,532.95,803.06,695.5,660.21,607.94
2022/10/29 06:50:00,1667037000,785.43,532.95,803.06,695.5,660.21,607.94
2022/10/29 06:55:01,1667037301,785.44,532.95,803.06,695.51,660.21,607.94
2022/10/29 07:00:00,1667037600,785.44,532.95,803.06,695.51,660.21,607.94
2022/10/29 07:05:01,1667037901,785.44,532.95,803.06,695.51,660.21,607.94
2022/10/29 07:10:00,1667038200,785.44,532.95,803.06,695.51,660.21,607.94
2022/10/29 07:15:01,1667038501,785.45,532.95,803.06,695.51,660.21,607.94
2022/10/29 07:20:00,1667038800,785.45,532.95,803.06,695.52,660.21,607.94
2022/10/29 07:25:01,1667039101,785.45,532.95,803.06,695.52,660.21,607.94
2022/10/29 07:30:00,1667039400,785.45,532.96,803.06,695.52,660.21,607.94
2022/10/29 07:35:00,1667039700,785.45,532.96,803.06,695.52,660.21,607.94
2022/10/29 07:40:00,1667040000,785.46,532.96,803.06,695.52,660.21,607.94
2022/10/29 07:45:01,1667040301,785.46,532.96,803.06,695.53,660.21,607.94
2022/10/29 07:50:01,1667040601,785.46,532.96,803.06,695.53,660.21,607.94
2022/10/29 07:55:00,1667040900,785.46,532.96,803.06,695.53,660.21,607.94
2022/10/29 08:00:00,1667041200,785.46,532.96,803.06,695.53,660.21,607.94
2022/10/29 08:05:00,1667041500,785.47,532.96,803.07,695.53,660.22,607.94
2022/10/29 08:10:00,1667041800,785.47,532.97,803.07,695.54,660.22,607.94
2022/10/29 08:15:01,1667042101,785.47,532.97,803.07,695.54,660.22,607.94
2022/10/29 08:20:00,1667042400,785.47,532.97,803.07,695.54,660.22,607.94
2022/10/29 08:25:01,1667042701,785.48,532.97,803.07,695.54,660.22,607.94
2022/10/29 08:30:00,1667043000,785.48,532.97,803.07,695.54,660.22,607.94
2022/10/29 08:35:01,1667043301,785.48,532.97,803.07,695.55,660.22,607.94
2022/10/29 08:40:00,1667043600,785.48,532.97,803.07,695.55,660.22,607.94
2022/10/29 08:45:01,1667043901,785.49,532.97,803.07,695.55,660.22,607.94
2022/10/29 08:50:00,1667044200,785.49,532.98,803.07,695.55,660.22,607.94
2022/10/29 08:55:01,1667044501,785.49,532.98,803.07,695.56,660.22,607.94
2022/10/29 09:00:00,1667044800,785.49,532.98,803.07,695.56,660.22,607.94
2022/10/29 09:05:01,1667045101,785.49,532.98,803.07,695.56,660.22,607.94
2022/10/29 09:10:00,1667045400,785.5,532.98,803.07,695.56,660.22,607.94
2022/10/29 09:15:01,1667045701,785.5,532.98,803.07,695.56,660.22,607.94
2022/10/29 09:20:00,1667046000,785.5,532.98,803.07,695.57,660.22,607.94
2022/10/29 09:25:00,1667046300,785.5,532.98,803.07,695.57,660.22,607.94
2022/10/29 09:30:00,1667046600,785.51,532.98,803.07,695.57,660.22,607.94
2022/10/29 09:35:00,1667046900,785.51,532.99,803.07,695.57,660.22,607.94
2022/10/29 09:40:01,1667047201,785.51,532.99,803.07,695.57,660.22,607.94
2022/10/29 09:45:00,1667047500,785.51,532.99,803.08,695.58,660.22,607.95
2022/10/29 09:50:01,1667047801,785.51,532.99,803.08,695.58,660.22,607.95
2022/10/29 09:55:00,1667048100,785.52,532.99,803.08,695.58,660.22,607.95
2022/10/29 10:00:00,1667048400,785.52,532.99,803.08,695.58,660.22,607.95
2022/10/29 10:05:00,1667048700,785.52,532.99,803.08,695.58,660.22,607.95
2022/10/29 10:10:01,1667049001,785.52,532.99,803.08,695.59,660.22,607.95
2022/10/29 10:15:00,1667049300,785.53,533.0,803.08,695.59,660.22,607.95
2022/10/29 10:20:01,1667049601,785.53,533.0,803.08,695.59,660.23,607.95
2022/10/29 10:25:00,1667049900,785.53,533.0,803.08,695.59,660.23,607.95
2022/10/29 10:30:01,1667050201,785.53,533.0,803.08,695.6,660.23,607.95
2022/10/29 10:35:00,1667050500,785.54,533.0,803.08,695.6,660.23,607.95
2022/10/29 10:40:01,1667050801,785.54,533.0,803.08,695.6,660.23,607.95
2022/10/29 10:45:00,1667051100,785.54,533.0,803.08,695.6,660.23,607.95
2022/10/29 10:50:01,1667051401,785.54,533.0,803.08,695.6,660.23,607.95
2022/10/29 10:55:00,1667051700,785.54,533.01,803.08,695.61,660.23,607.95
2022/10/29 11:00:01,1667052001,785.55,533.01,803.08,695.61,660.23,607.95
2022/10/29 11:05:01,1667052301,785.55,533.01,803.08,695.61,660.23,607.95
2022/10/29 11:10:00,1667052600,785.55,533.01,803.08,695.61,660.23,607.95
2022/10/29 11:15:01,1667052901,785.55,533.01,803.08,695.61,660.23,607.95
2022/10/29 11:20:00,1667053200,785.56,533.01,803.09,695.62,660.23,607.95
2022/10/29 11:25:01,1667053501,785.56,533.01,803.09,695.62,660.23,607.95
2022/10/29 11:30:00,1667053800,785.56,533.01,803.09,695.62,660.23,607.95
2022/10/29 11:35:01,1667054101,785.56,533.01,803.09,695.62,660.23,607.95
2022/10/29 11:40:00,1667054400,785.57,533.02,803.09,695.63,660.23,607.95
2022/10/29 11:45:01,1667054701,785.57,533.02,803.09,695.63,660.23,607.95
2022/10/29 11:50:00,1667055000,785.57,533.02,803.09,695.63,660.23,607.95
2022/10/29 11:55:01,1667055301,785.57,533.02,803.09,695.63,660.23,607.95
2022/10/29 12:00:00,1667055600,785.57,533.02,803.09,695.63,660.23,607.95
2022/10/29 12:05:01,1667055901,785.58,533.02,803.09,695.64,660.23,607.95
2022/10/29 12:10:00,1667056200,785.58,533.02,803.09,695.64,660.23,607.95
2022/10/29 12:15:01,1667056501,785.58,533.02,803.09,695.64,660.23,607.95
2022/10/29 12:20:00,1667056800,785.58,533.03,803.09,695.64,660.23,607.95
2022/10/29 12:25:01,1667057101,785.59,533.03,803.09,695.64,660.23,607.95
2022/10/29 12:30:00,1667057400,785.59,533.03,803.09,695.65,660.24,607.95
2022/10/29 12:35:01,1667057701,785.59,533.03,803.09,695.65,660.24,607.95
2022/10/29 12:40:00,1667058000,785.59,533.03,803.09,695.65,660.24,607.95
2022/10/29 12:45:00,1667058300,785.59,533.03,803.09,695.65,660.24,607.95
2022/10/29 12:50:00,1667058600,785.6,533.03,803.09,695.65,660.24,607.95
2022/10/29 12:55:01,1667058901,785.6,533.03,803.09,695.66,660.24,607.95
2022/10/29 13:00:00,1667059200,785.6,533.03,803.1,695.66,660.24,607.95
2022/10/29 13:05:01,1667059501,785.6,533.04,803.1,695.66,660.24,607.95
2022/10/29 13:10:00,1667059800,785.61,533.04,803.1,695.66,660.24,607.95
2022/10/29 13:15:00,1667060100,785.61,533.04,803.1,695.66,660.24,607.95
2022/10/29 13:20:00,1667060400,785.61,533.04,803.1,695.67,660.24,607.95
2022/10/29 13:25:00,1667060700,785.61,533.04,803.1,695.67,660.24,607.95
2022/10/29 13:30:00,1667061000,785.61,533.04,803.1,695.67,660.24,607.95
2022/10/29 13:35:00,1667061300,785.62,533.04,803.1,695.67,660.24,607.95
2022/10/29 13:40:01,1667061601,785.62,533.04,803.1,695.68,660.24,607.95
2022/10/29 13:45:00,1667061900,785.62,533.05,803.1,695.68,660.24,607.95
2022/10/29 13:50:01,1667062201,785.62,533.05,803.1,695.68,660.24,607.95
2022/10/29 13:55:00,1667062500,785.63,533.05,803.1,695.68,660.24,607.95
2022/10/29 14:00:01,1667062801,785.63,533.05,803.1,695.68,660.24,607.95
2022/10/29 14:05:00,1667063100,785.63,533.05,803.1,695.69,660.24,607.95
2022/10/29 14:10:01,1667063401,785.63,533.05,803.1,695.69,660.24,607.95
2022/10/29 14:15:00,1667063700,785.64,533.05,803.1,695.69,660.24,607.95
2022/10/29 14:20:01,1667064001,785.64,533.05,803.1,695.69,660.24,607.95
2022/10/29 14:25:00,1667064300,785.64,533.06,803.1,695.69,660.24,607.95
2022/10/29 14:30:01,1667064601,785.64,533.06,803.1,695.7,660.24,607.95
2022/10/29 14:35:00,1667064900,785.64,533.06,803.11,695.7,660.25,607.95
2022/10/29 14:40:00,1667065200,785.65,533.06,803.11,695.7,660.25,607.95
2022/10/29 14:45:01,1667065501,785.65,533.06,803.11,695.7,660.25,607.95
2022/10/29 14:50:00,1667065800,785.65,533.06,803.11,695.7,660.25,607.95
2022/10/29 14:55:01,1667066101,785.65,533.06,803.11,695.71,660.25,607.95
2022/10/29 15:00:00,1667066400,785.66,533.06,803.11,695.71,660.25,607.95
2022/10/29 15:05:01,1667066701,785.66,533.06,803.11,695.71,660.25,607.95
2022/10/29 15:10:00,1667067000,785.66,533.07,803.11,695.71,660.25,607.95
2022/10/29 15:15:01,1667067301,785.66,533.07,803.11,695.72,660.25,607.95
2022/10/29 15:20:00,1667067600,785.67,533.07,803.11,695.72,660.25,607.95
2022/10/29 15:25:01,1667067901,785.67,533.07,803.11,695.72,660.25,607.95
2022/10/29 15:30:00,1667068200,785.67,533.07,803.11,695.72,660.25,607.95
2022/10/29 15:35:01,1667068501,785.67,533.07,803.11,695.72,660.25,607.95
2022/10/29 15:40:00,1667068800,785.67,533.07,803.11,695.73,660.25,607.95
2022/10/29 15:45:01,1667069101,785.68,533.07,803.11,695.73,660.25,607.95
2022/10/29 15:50:00,1667069400,785.68,533.08,803.11,695.73,660.25,607.95
2022/10/29 15:55:00,1667069700,785.68,533.08,803.11,695.73,660.25,607.95
2022/10/29 16:00:01,1667070001,785.68,533.08,803.11,695.73,660.25,607.95
2022/10/29 16:05:00,1667070300,785.69,533.08,803.12,695.74,660.25,607.95
2022/10/29 16:10:01,1667070601,785.69,533.08,803.12,695.74,660.25,607.95
2022/10/29 16:15:00,1667070900,785.69,533.08,803.12,695.74,660.25,607.95
2022/10/29 16:20:00,1667071200,785.69,533.08,803.12,695.74,660.25,607.95
2022/10/29 16:25:00,1667071500,785.69,533.08,803.12,695.74,660.25,607.95
2022/10/29 16:30:00,1667071800,785.7,533.08,803.12,695.75,660.25,607.95
2022/10/29 16:35:00,1667072100,785.7,533.09,803.12,695.75,660.25,607.95
2022/10/29 16:40:01,1667072401,785.7,533.09,803.12,695.75,660.26,607.95
2022/10/29 16:45:00,1667072700,785.7,533.09,803.12,695.75,660.26,607.95
2022/10/29 16:50:01,1667073001,785.71,533.09,803.12,695.76,660.26,607.95
2022/10/29 16:55:00,1667073300,785.71,533.09,803.12,695.76,660.26,607.95
2022/10/29 17:00:01,1667073601,785.71,533.09,803.12,695.76,660.26,607.95
2022/10/29 17:05:00,1667073900,785.71,533.09,803.12,695.76,660.26,607.95
2022/10/29 17:10:01,1667074201,785.72,533.09,803.12,695.76,660.26,607.95
2022/10/29 17:15:00,1667074500,785.72,533.1,803.12,695.77,660.26,607.95
2022/10/29 17:20:00,1667074800,785.72,533.1,803.12,695.77,660.26,607.95
2022/10/29 17:25:00,1667075100,785.72,533.1,803.12,695.77,660.26,607.95
2022/10/29 17:30:00,1667075400,785.72,533.1,803.12,695.77,660.26,607.95
2022/10/29 17:35:01,1667075701,785.73,533.1,803.12,695.77,660.26,607.95
2022/10/29 17:40:00,1667076000,785.73,533.1,803.12,695.78,660.26,607.95
2022/10/29 17:45:01,1667076301,785.73,533.1,803.13,695.78,660.26,607.95
2022/10/29 17:50:00,1667076600,785.73,533.1,803.13,695.78,660.26,607.95
2022/10/29 17:55:01,1667076901,785.74,533.1,803.13,695.78,660.26,607.95
2022/10/29 18:00:00,1667077200,785.74,533.11,803.13,695.79,660.26,607.95
2022/10/29 18:05:01,1667077501,785.74,533.11,803.13,695.79,660.26,607.95
2022/10/29 18:10:00,1667077800,785.74,533.11,803.13,695.79,660.26,607.95
2022/10/29 18:15:01,1667078101,785.74,533.11,803.13,695.79,660.26,607.95
2022/10/29 18:20:00,1667078400,785.75,533.11,803.13,695.79,660.26,607.95
2022/10/29 18:25:01,1667078701,785.75,533.11,803.13,695.8,660.26,607.95
2022/10/29 18:30:00,1667079000,785.75,533.11,803.13,695.8,660.26,607.95
2022/10/29 18:35:01,1667079301,785.75,533.11,803.13,695.8,660.26,607.95
2022/10/29 18:40:00,1667079600,785.76,533.12,803.13,695.8,660.26,607.95
2022/10/29 18:45:00,1667079900,785.76,533.12,803.13,695.8,660.26,607.95
2022/10/29 18:50:00,1667080200,785.76,533.12,803.13,695.81,660.26,607.95
2022/10/29 18:55:01,1667080501,785.76,533.12,803.13,695.81,660.27,607.95
2022/10/29 19:00:00,1667080800,785.76,533.12,803.13,695.81,660.27,607.95
2022/10/29 19:05:00,1667081100,785.77,533.12,803.13,695.81,660.27,607.95
2022/10/29 19:10:01,1667081401,785.77,533.12,803.13,695.81,660.27,607.95
2022/10/29 19:15:00,1667081700,785.77,533.12,803.13,695.82,660.27,607.95
