hora,Tension de Linea L1,Corriente L1,Potencia Activa L1,Potencia Reactiva L1,Factor de Potencia L1,Tension de Linea L2,Corriente L2,Potencia Activa L2,Potencia Reactiva L2,Factor de Potencia L2,Tension de Linea L3,Corriente L3,Potencia Activa L3,Potencia Reactiva L3,Factor de Potencia L3,Potencia Activa III,Potencia Inductiva III,Potencia Capacitiva III,Coseno Fi,Tension entre Lineas L1 y L2,Tension entre Lineas L2 y L3,Tension entre Lineas L3 y L1,Potencia Aparente III,Demanda Maxima,Corriente de las Tres Fases,Corriente de Neutro,Demanda Maxima A2,Demanda Maxima A3,Energia Activa,Energia Reactiva Inductiva,Energia Reactiva Capacitiva
Tue Mar 24 00:00:21 2020,7800.839999999998,3318.9,22649.15,4294957971.1,42949672.07800001,7743.180000000002,4281.3,29082.6,4294954205.35,42949672.07700001,7682.1,3847.5,22842.9,4294951274.15,42949672.1815,74649.05,0.0,38412.5,42949672.070500016,13493.819999999998,13299.84,13399.26,77422.45,0.0,3819.3,0.0,0.0,0.0,101958608.15,583539362.0,986099132.3
Tue Mar 24 00:01:20 2020,7799.5199999999995,3263.1,22092.8,4294957871.7,42949672.07950001,7745.219999999999,4222.2,28665.5,4294954399.0,42949672.08200002,7684.9800000000005,3842.1,22698.85,4294951015.85,42949672.18699999,73491.7,0.0,38601.4,42949672.07250001,13492.14,13303.140000000003,13401.840000000002,77430.1,0.0,3778.2,0.0,0.0,0.0,101959840.55,583539362.0,986099773.3
Tue Mar 24 00:02:20 2020,7798.8,3267.9,22033.15,4294957593.4,42949672.09050002,7745.879999999999,4138.8,27666.75,4294953887.3,42949672.09450002,7686.539999999999,3774.0,22271.65,4294951457.95,42949672.1865,72393.55,0.0,39113.1,42949672.08700001,13491.779999999999,13306.8,13401.840000000002,77441.4,0.0,3742.8,0.0,0.0,0.0,101961055.4,583539362.0,986100420.65
Tue Mar 24 00:03:20 2020,7795.860000000001,3254.4,21893.9,4294957603.4,42949672.08900002,7742.9400000000005,4128.6,27651.75,4294954071.15,42949672.09050001,7684.62,3759.9,22211.9,4294951562.3,42949672.18549998,71787.5,0.0,38621.5,42949672.085000016,13486.920000000002,13304.76,13400.640000000003,77419.95,0.0,3717.2,0.0,0.0,0.0,101962249.9,583539362.0,986101067.6
Tue Mar 24 00:04:20 2020,7799.219999999998,3243.6,21834.2,4294957653.1,42949672.09150002,7744.079999999999,4096.8,27552.5,4294954488.5,42949672.08200002,7687.6799999999985,3763.2,22271.5,4294951696.35,42949672.18299999,71648.3,0.0,38229.05,42949672.08550002,13489.860000000004,13309.740000000002,13401.0,77435.15,0.0,3705.0,0.0,0.0,0.0,101963447.8,583539362.0,986101707.4
Tue Mar 24 00:05:20 2020,7797.659999999999,3252.3,21874.05,4294957643.1,42949672.09050002,7746.9,4143.9,28213.2,4294955000.2,42949672.07950001,7688.219999999999,3856.2,23001.95,4294951373.7,42949672.17899998,73109.1,0.0,37846.3,42949672.074000016,13490.880000000001,13309.98,13403.940000000002,77447.2,0.0,3750.9,0.0,0.0,0.0,101964651.15,583539362.0,986102339.8
Tue Mar 24 00:06:20 2020,7799.0999999999985,3217.8,21392.25,4294957300.4,42949672.09350001,7747.019999999999,4086.0,27820.75,4294955233.8,42949672.07450001,7689.839999999999,3864.6,23071.65,4294951338.75,42949672.179999985,72329.4,0.0,37945.6,42949672.07750001,13495.320000000002,13312.320000000002,13406.16,77460.25,0.0,3714.5,0.0,0.0,0.0,101965866.7,583539362.0,986102970.35
Tue Mar 24 00:07:20 2020,7801.9800000000005,3207.3,21258.0,4294957057.1,42949672.099500015,7750.26,4045.8,27527.6,4294955397.7,42949672.073000014,7692.600000000001,3880.5,23170.85,4294951219.6,42949672.17899999,72125.4,0.0,38303.3,42949672.08350001,13499.040000000003,13320.719999999998,13407.9,77491.15,0.0,3711.0,0.0,0.0,0.0,101967052.6,583539362.0,986103602.4
Tue Mar 24 00:08:19 2020,7800.359999999999,3227.7,21426.8,4294957161.35,42949672.099000014,7752.659999999998,4065.0,27646.85,4294955278.4,42949672.07500001,7692.420000000001,3883.8,23290.05,4294951393.4,42949672.176999986,72269.35,0.0,38159.25,42949672.08150001,13498.560000000001,13319.880000000001,13407.300000000003,77098.9,0.0,3713.0,0.0,0.0,0.0,101968250.6,583539362.0,986104229.1
Tue Mar 24 00:09:19 2020,7804.0199999999995,3202.5,21461.75,4294957578.55,42949672.09500001,7753.08,4115.1,28089.05,4294955218.8,42949672.073500015,7693.499999999998,3871.2,22892.5,4294951348.8,42949672.181499995,71827.35,0.0,37806.3,42949672.07800002,13502.040000000003,13321.319999999998,13411.140000000003,76732.6,0.0,3721.5,0.0,0.0,0.0,101969452.35,583539362.0,986104861.1
Tue Mar 24 00:10:19 2020,7806.960000000001,3270.6,22236.7,4294958015.85,42949672.080500014,7755.719999999998,4180.5,28486.65,4294954816.4,42949672.07650001,7695.780000000001,3846.9,22937.25,4294951413.25,42949672.17899998,73918.75,0.0,37791.6,42949672.07150002,13506.419999999998,13325.64,13417.26,77913.1,0.0,3786.3,0.0,0.0,0.0,101970669.25,583539362.0,986105491.6
Tue Mar 24 00:11:19 2020,7807.500000000002,3331.8,22614.25,4294957722.6,42949672.08650002,7752.9,4134.6,27701.6,4294954100.9,42949672.09100001,7696.08,3732.3,22316.4,4294952233.0,42949672.177,72577.6,0.0,37811.5,42949672.07800001,13505.099999999997,13322.4,13415.88,77522.15,0.0,3730.0,0.0,0.0,0.0,101971895.9,583539362.0,986106121.15
Tue Mar 24 00:12:18 2020,7805.699999999999,3313.2,22400.75,4294957598.4,42949672.08900001,7752.780000000001,4080.0,27199.85,4294954016.45,42949672.08900002,7695.240000000001,3699.6,22013.3,4294952247.95,42949672.183000006,71559.1,0.0,37985.3,42949672.086500004,13504.560000000001,13323.719999999998,13418.1,77523.4,0.0,3691.8,0.0,0.0,0.0,101973079.4,583539362.0,986106749.75
Tue Mar 24 00:13:18 2020,7811.8200000000015,3321.3,22470.3,4294957523.9,42949672.09100002,7757.459999999999,4060.2,27025.95,4294954021.55,42949672.09400002,7700.76,3693.0,22162.3,4294952570.8,42949672.17449998,71703.25,0.0,37737.15,42949672.08100001,13512.960000000001,13331.460000000001,13424.88,77569.3,0.0,3692.4,0.0,0.0,0.0,101974266.7,583539362.0,986107371.4
Tue Mar 24 00:14:18 2020,7814.82,3294.9,22316.2,4294957782.25,42949672.084000014,7760.519999999999,4127.1,27880.45,4294954523.2,42949672.08400001,7704.3,3734.1,22380.8,4294952262.85,42949672.17949999,72418.75,0.0,36981.5,42949672.07299999,13516.26,13334.820000000002,13429.619999999999,77589.3,0.0,3715.5,0.0,0.0,0.0,101975465.8,583539362.0,986107995.85
Tue Mar 24 00:15:18 2020,7814.339999999998,3277.5,22301.4,4294958045.65,42949672.07750001,7760.520000000001,4137.0,28248.2,4294955109.5,42949672.075,7704.1799999999985,3805.8,22902.5,4294951999.55,42949672.17149998,73397.4,0.0,36743.15,42949672.062000014,13517.939999999999,13336.38,13430.4,77598.7,0.0,3736.3,0.0,0.0,0.0,101976685.7,583539362.0,986108610.25
Tue Mar 24 00:16:18 2020,7819.5,3311.1,22529.9,4294957901.45,42949672.085000016,7762.9800000000005,4134.3,28263.0,4294955223.75,42949672.07500001,7709.220000000001,3815.1,23041.65,4294952103.95,42949672.16949998,73794.75,0.0,36653.95,42949672.06099999,13524.059999999998,13342.26,13439.34,77639.65,0.0,3753.0,0.0,0.0,0.0,101977913.0,583539362.0,986109222.5
Tue Mar 24 00:17:18 2020,7821.179999999998,3316.5,22619.2,4294958015.9,42949672.08350001,7764.24,4148.4,28347.45,4294955094.7,42949672.07700001,7710.42,3811.8,23036.65,4294952054.15,42949672.17399998,73973.5,0.0,36768.05,42949672.062,13522.680000000002,13345.140000000003,13439.7,77649.25,0.0,3765.0,0.0,0.0,0.0,101979144.65,583539362.0,986109833.85
Tue Mar 24 00:18:18 2020,7815.06,3378.3,23056.5,4294957752.45,42949672.077000014,7759.74,4159.8,28402.05,4294954985.35,42949672.07450001,7705.680000000002,3844.5,23349.6,4294952153.6,42949672.16449998,74947.35,0.0,37001.85,42949672.065500006,13515.12,13336.440000000002,13432.439999999999,77598.15,0.0,3797.0,0.0,0.0,0.0,101980383.45,583539362.0,986110448.8
Tue Mar 24 00:19:18 2020,7811.580000000004,3412.8,23458.95,4294958055.65,42949672.074000016,7759.5599999999995,4207.5,28630.65,4294954572.95,42949672.07800002,7703.579999999999,3807.9,23141.1,4294952382.05,42949672.16699999,75384.35,0.0,36842.7,42949672.06450001,13512.6,13335.060000000001,13428.3,77579.95,0.0,3814.7,0.0,0.0,0.0,101981638.45,583539362.0,986111063.35
Tue Mar 24 00:20:18 2020,7811.700000000002,3393.0,23324.8,4294958115.35,42949672.07150002,7758.780000000001,4192.2,28262.95,4294954160.6,42949672.0845,7704.0599999999995,3739.5,22619.4,4294952620.6,42949672.16699999,74152.7,0.0,37016.55,42949672.06500001,13511.820000000002,13335.240000000002,13426.439999999999,77573.65,0.0,3768.5,0.0,0.0,0.0,101982886.4,583539362.0,986111678.75
Tue Mar 24 00:21:18 2020,7813.860000000001,3345.9,22808.1,4294957896.55,42949672.08000001,7760.819999999998,4100.7,27304.2,4294953802.9,42949672.10000001,7706.0999999999985,3663.0,21923.85,4294952739.75,42949672.17449999,72041.2,0.0,37513.45,42949672.07850001,13513.5,13338.180000000002,13430.459999999997,77604.6,0.0,3707.6,0.0,0.0,0.0,101984100.8,583539362.0,986112299.75
Tue Mar 24 00:22:18 2020,7812.839999999999,3369.0,23071.4,4294958065.55,42949672.077000014,7761.360000000002,4165.5,27696.6,4294953569.45,42949672.09750002,7706.76,3678.9,21993.45,4294952630.45,42949672.17549999,72726.65,0.0,37682.3,42949672.07450001,13516.499999999996,13341.420000000002,13431.0,77600.7,0.0,3730.9,0.0,0.0,0.0,101985296.5,583539362.0,986112926.75
Tue Mar 24 00:23:19 2020,7814.114285714287,3336.0,22672.95238095238,4294957747.952381,42949672.08285716,7761.942857142858,4115.142857142857,27556.04761904762,4294954119.0,42949672.08904764,7705.771428571427,3733.4285714285716,22408.0,4294952392.047619,42949672.17333332,72665.28571428571,0.0,37576.90476190476,42949672.07476192,13517.37142857143,13342.057142857144,13432.514285714286,77603.09523809524,0.0,3726.4761904761904,0.0,0.0,0.0,101986516.61904761,583539362.0,986113560.6666666
Tue Mar 24 00:24:19 2020,7814.82,3355.2,22872.65,4294957846.85,42949672.081000015,7761.3,4186.8,28203.5,4294954319.5,42949672.08350001,7706.88,3774.0,22604.35,4294951999.45,42949672.17149998,73650.8,0.0,37756.95,42949672.07100002,13516.319999999998,13340.939999999999,13432.8,77608.2,0.0,3770.3,0.0,0.0,0.0,101987756.05,583539362.0,986114191.35
Tue Mar 24 00:25:19 2020,7817.039999999998,3318.3,22569.45,4294957961.2,42949672.08450002,7763.040000000001,4171.5,28163.8,4294954359.2,42949672.08600001,7709.520000000001,3766.8,22529.85,4294952059.1,42949672.17399999,73288.05,0.0,37577.95,42949672.073000014,13520.64,13342.740000000002,13436.820000000002,77625.85,0.0,3749.1,0.0,0.0,0.0,101988978.75,583539362.0,986114818.9
Tue Mar 24 00:26:18 2020,7816.500000000002,3285.6,22281.6,4294957946.2,42949672.08550001,7764.18,4153.2,28069.3,4294954433.8,42949672.08550001,7710.780000000001,3770.1,22475.05,4294951835.5,42949672.17849999,72855.55,0.0,37747.0,42949672.07300001,13520.64,13345.98,13437.420000000002,77633.65,0.0,3734.0,0.0,0.0,0.0,101990180.9,583539362.0,986115439.85
Tue Mar 24 00:27:18 2020,7814.519999999999,3186.6,21203.35,4294957404.75,42949672.092000015,7762.379999999999,4053.6,27443.25,4294954990.3,42949672.08200001,7708.32,3808.5,22609.35,4294951467.8,42949672.18399999,71241.0,0.0,38025.15,42949672.085000016,13518.180000000004,13342.98,13433.160000000003,77618.7,0.0,3684.2,0.0,0.0,0.0,101991377.7,583539362.0,986116067.65
Tue Mar 24 00:28:18 2020,7813.32,3187.8,21188.5,4294957414.7,42949672.09400001,7765.859999999999,4061.7,27612.1,4294955144.25,42949672.07900001,7708.5599999999995,3813.3,22639.15,4294951373.45,42949672.187,71489.3,0.0,37985.45,42949672.08300001,13520.4,13347.84,13433.7,77248.75,0.0,3690.7,0.0,0.0,0.0,101992566.75,583539362.0,986116701.1
Tue Mar 24 00:29:18 2020,7817.58,3261.0,21859.25,4294957429.5,42949672.09150002,7767.959999999999,4088.7,27676.75,4294954846.2,42949672.08350001,7711.379999999999,3801.9,22798.1,4294951865.3,42949672.179499984,72413.55,0.0,37771.65,42949672.07850002,13523.64,13352.939999999999,13436.279999999999,77658.7,0.0,3720.5,0.0,0.0,0.0,101993765.05,583539362.0,986117331.65
Tue Mar 24 00:30:18 2020,7817.759999999999,3314.1,22415.6,4294957623.1,42949672.09100002,7767.960000000001,4089.0,27333.95,4294954135.6,42949672.09100001,7713.240000000001,3711.3,22231.85,4294952421.8,42949672.182,71971.5,0.0,37761.75,42949672.08050001,13524.84,13354.14,13438.559999999998,77663.6,0.0,3709.6,0.0,0.0,0.0,101994969.5,583539362.0,986117961.3
Tue Mar 24 00:31:20 2020,7819.94285714286,3374.5714285714284,22886.0,4294957459.2380953,42949672.08428573,7771.657142857142,4086.5714285714284,27248.238095238095,4294954000.714286,42949672.09619049,7717.085714285715,3723.1428571428573,22493.190476190477,4294952713.714286,42949672.17428571,72632.23809523809,0.0,37671.71428571428,42949672.0752381,13528.85714285714,13360.8,13443.314285714287,77320.76190476191,0.0,3731.4285714285716,0.0,0.0,0.0,101996190.47619048,583539362.0,986118599.3809524
Tue Mar 24 00:32:20 2020,7823.879999999999,3352.2,22688.85,4294957419.7,42949672.08600001,7775.159999999999,4089.6,27542.65,4294954558.05,42949672.08400001,7720.499999999998,3775.2,22877.75,4294952476.6,42949672.17499999,73104.1,0.0,37478.55,42949672.073000014,13536.659999999998,13367.040000000003,13449.720000000001,77733.1,0.0,3744.6,0.0,0.0,0.0,101997427.7,583539362.0,986119237.55
Tue Mar 24 00:33:20 2020,7828.019999999999,3253.5,21968.65,4294957831.9,42949672.088500015,7779.660000000001,4115.4,28059.5,4294955094.7,42949672.072000004,7723.5599999999995,3804.6,22817.95,4294951885.3,42949672.179999985,72771.35,0.0,37076.15,42949672.068,13545.659999999998,13374.420000000002,13456.98,77777.5,0.0,3725.1,0.0,0.0,0.0,101998628.95,583539362.0,986119855.65
Tue Mar 24 00:34:19 2020,7831.440000000002,3295.8,22361.0,4294957831.9,42949672.084500015,7779.719999999999,4129.5,28188.5,4294955000.25,42949672.076000005,7725.539999999999,3828.3,23061.5,4294951900.05,42949672.176499985,73695.4,0.0,37274.95,42949672.067,13548.180000000002,13375.079999999998,13462.74,77793.6,0.0,3751.7,0.0,0.0,0.0,101999849.35,583539362.0,986120467.5
Tue Mar 24 00:35:19 2020,7832.219999999999,3309.0,22485.1,4294957876.65,42949672.08750001,7780.380000000002,4133.4,28258.05,4294955084.65,42949672.074000016,7726.979999999999,3818.4,23091.3,4294952074.05,42949672.17399999,73854.4,0.0,36897.35,42949672.06399997,13549.8,13375.320000000002,13464.24,77800.95,0.0,3754.3,0.0,0.0,0.0,102001078.85,583539362.0,986121085.35
Tue Mar 24 00:36:19 2020,7828.620000000003,3330.0,22499.85,4294957449.4,42949672.096000016,7778.340000000002,4100.1,28084.2,4294955318.2,42949672.07300001,7723.62,3817.2,23220.5,4294952307.55,42949672.16849999,73650.85,0.0,36733.55,42949672.063,13544.459999999997,13371.900000000003,13457.820000000002,77379.55,0.0,3734.7,0.0,0.0,0.0,102002307.4,583539362.0,986121696.7
Tue Mar 24 00:37:20 2020,7825.62,3272.4,22251.75,4294958184.7,42949672.08300001,7776.720000000001,4101.6,28109.1,4294955432.45,42949672.073500015,7719.539999999999,3789.3,22887.6,4294952362.2,42949672.16749998,73208.8,0.0,35883.7,42949672.06049998,13541.460000000003,13366.740000000002,13452.119999999999,77743.15,0.0,3720.2,0.0,0.0,0.0,102003529.9,583539362.0,986122311.15
Tue Mar 24 00:38:19 2020,7826.039999999999,3308.1,22594.4,4294958333.85,42949672.08300001,7776.600000000001,4128.6,28064.25,4294954885.85,42949672.0825,7722.12,3740.1,22599.55,4294952660.2,42949672.16699999,73273.0,0.0,35968.35,42949672.06099999,13541.16,13369.319999999998,13455.6,77754.5,0.0,3724.3,0.0,0.0,0.0,102004756.5,583539362.0,986122906.35
Tue Mar 24 00:39:19 2020,7826.460000000001,3309.3,22579.55,4294958165.0,42949672.07950002,7777.799999999998,4105.2,27627.0,4294954433.75,42949672.08750001,7723.26,3698.4,22276.6,4294952839.2,42949672.176499985,72497.95,0.0,36499.75,42949672.06399997,13544.040000000003,13371.779999999999,13454.64,77762.15,0.0,3704.3,0.0,0.0,0.0,102005964.65,583539362.0,986123504.6
Tue Mar 24 00:40:19 2020,7825.5599999999995,3342.3,22768.25,4294957921.4,42949672.08250002,7774.38,4125.3,27850.6,4294954513.3,42949672.088500015,7720.499999999998,3760.2,22634.15,4294952456.65,42949672.17199998,73228.3,0.0,37036.3,42949672.06750001,13537.980000000001,13365.9,13453.8,77740.8,0.0,3742.0,0.0,0.0,0.0,102007181.4,583539362.0,986124116.35
Tue Mar 24 00:41:19 2020,7821.12,3316.5,22510.05,4294957802.1,42949672.08550002,7770.719999999999,4156.8,28173.45,4294954632.55,42949672.08450002,7717.6799999999985,3826.2,22991.9,4294951900.15,42949672.176499985,73615.8,0.0,37523.4,42949672.07100002,13529.580000000002,13360.440000000002,13447.02,77699.65,0.0,3760.6,0.0,0.0,0.0,102008401.45,583539362.0,986124739.8
Tue Mar 24 00:42:19 2020,7824.06,3346.5,22678.9,4294957578.55,42949672.085000016,7771.8,4132.5,28322.6,4294955035.0,42949672.077,7720.200000000002,3867.3,23389.4,4294951929.95,42949672.17399999,74366.05,0.0,37056.45,42949672.06650001,13535.039999999999,13362.24,13452.300000000003,76944.5,0.0,3757.4,0.0,0.0,0.0,102009638.1,583539362.0,986125363.2
Tue Mar 24 00:43:18 2020,7827.4800000000005,3274.5,22102.7,4294957712.85,42949672.087000005,7775.579999999997,4141.8,28307.65,4294955079.75,42949672.07800002,7722.9,3824.1,22932.25,4294951761.1,42949672.175999984,73451.9,0.0,37130.6,42949672.06900002,13540.62,13366.5,13456.02,78129.5,0.0,3736.9,0.0,0.0,0.0,102010858.5,583539362.0,986125983.95
Tue Mar 24 00:44:18 2020,7827.5999999999985,3268.8,22087.7,4294957836.85,42949672.08300001,7774.860000000001,4093.5,27721.5,4294954876.0,42949672.084000014,7720.6799999999985,3798.9,22763.45,4294951895.1,42949672.18099999,72835.9,0.0,37667.45,42949672.073000014,13540.320000000002,13364.939999999999,13454.460000000001,76191.4,0.0,3685.7,0.0,0.0,0.0,102012059.85,583539362.0,986126601.55
Tue Mar 24 00:45:18 2020,7826.339999999999,3228.9,21764.7,4294957777.3,42949672.09550001,7775.520000000001,4056.3,27567.4,4294955154.25,42949672.07850002,7720.0199999999995,3800.1,22798.05,4294952049.25,42949672.17799999,71752.9,0.0,37086.0,42949672.07500001,13538.880000000001,13365.420000000002,13453.74,76180.4,0.0,3688.8,0.0,0.0,0.0,102013262.25,583539362.0,986127215.1
Tue Mar 24 00:46:18 2020,7825.799999999998,3021.0,20025.9,3865461375.6,40802188.50000001,7773.9,4001.1,27204.85,4294955477.1,42949672.08150001,7719.840000000001,3827.7,22917.45,4294951865.4,42949672.18500001,69661.3,0.0,36897.15,42949672.08150001,13540.680000000002,13364.699999999997,13452.359999999997,73056.55,0.0,3604.2,0.0,0.0,0.0,102014446.35,583539362.0,986127830.85
Tue Mar 24 00:47:18 2020,7826.220000000001,2994.6,19842.2,3865461524.65,38654704.89400001,7774.379999999999,3982.5,26707.95,4294955248.55,42949672.08600001,7718.639999999999,3766.2,22400.75,4294951850.4,42949672.18499999,68960.95,0.0,36768.25,42949672.07950001,13540.2,13362.420000000002,13451.580000000002,72284.1,0.0,3590.8,0.0,0.0,0.0,102015593.7,583539362.0,986128441.15
Tue Mar 24 00:48:20 2020,7828.57142857143,3226.285714285714,21703.0,4294957785.8095236,42949672.09333335,7777.4285714285725,4041.4285714285716,27063.809523809523,4294954473.8095236,42949672.0909524,7722.057142857144,3701.714285714286,22020.095238095237,4294952297.3333335,42949672.18761906,70801.14285714286,0.0,37392.52380952381,42949672.0804762,13546.05714285714,13367.657142857144,13459.257142857141,75911.90476190476,0.0,3656.8571428571427,0.0,0.0,0.0,102016783.95238096,583539362.0,986129074.0952381
Tue Mar 24 00:49:20 2020,7830.240000000001,3246.6,21958.45,4294957961.2,42949672.08600002,7776.479999999998,4077.9,27448.1,4294954503.25,42949672.08800001,7724.7,3701.7,22072.8,4294952407.0,42949672.182,71494.45,0.0,37150.55,42949672.07850001,13543.859999999997,13368.66,13461.0,76995.1,0.0,3680.1,0.0,0.0,0.0,102017985.3,583539362.0,986129704.1
Tue Mar 24 00:50:20 2020,7829.159999999998,3344.1,22872.6,4294958289.15,42949672.079500005,7778.100000000001,4178.4,28128.75,4294954130.7,42949672.09050001,7723.44,3726.6,22326.1,4294952471.5,42949672.17749999,73417.05,0.0,36867.4,42949672.06450001,13543.74,13368.780000000002,13460.040000000003,77770.5,0.0,3750.9,0.0,0.0,0.0,102019198.7,583539362.0,986130317.7
Tue Mar 24 00:51:20 2020,7827.659999999999,3324.0,22688.75,4294958184.7,42949672.07950002,7778.1,4219.8,28829.3,4294954910.75,42949672.07300001,7721.699999999997,3829.8,23106.15,4294951999.55,42949672.17549999,74341.05,0.0,36648.8,42949672.0615,13545.420000000002,13368.3,13457.1,78145.75,0.0,3799.0,0.0,0.0,0.0,102020433.0,583539362.0,986130931.6
Tue Mar 24 00:52:20 2020,7829.159999999999,3390.0,23245.3,4294958085.25,42949672.07450001,7776.540000000001,4254.9,29127.35,4294954950.5,42949672.07450001,7722.479999999999,3882.3,23702.3,4294952188.35,42949672.16599998,76129.6,0.0,36286.2,42949672.06049999,13544.219999999998,13368.419999999998,13458.48,78532.45,0.0,3838.9,0.0,0.0,0.0,102021693.75,583539362.0,986131540.1
Tue Mar 24 00:53:19 2020,7830.1799999999985,3383.7,23056.5,4294957732.65,42949672.08150001,7779.719999999998,4251.0,29485.0,4294955596.45,42949672.0635,7723.92,3995.1,24566.8,4294951756.1,42949672.157999985,77078.65,0.0,36604.15,42949672.05999999,13548.12,13371.000000000004,13459.680000000002,79704.85,0.0,3855.0,0.0,0.0,0.0,102022956.5,583539362.0,986132149.95
Tue Mar 24 00:54:18 2020,7827.959999999999,3336.0,22743.35,4294957881.65,42949672.084500015,7776.6,4226.4,29261.55,4294955646.1,42949672.06700002,7723.08,3962.4,24184.15,4294951686.5,42949672.16249998,76268.75,0.0,36663.85,42949672.06149999,13545.900000000003,13371.24,13459.439999999997,77774.25,0.0,3840.8,0.0,0.0,0.0,102024196.65,583539362.0,986132744.2
Tue Mar 24 00:55:21 2020,7830.514285714286,3293.1428571428573,22474.333333333332,4294958221.142857,42949672.07952382,7780.4,4235.142857142857,29296.95238095238,4294955637.857143,42949672.06571429,7725.3142857142875,3924.0,23794.333333333332,4294951615.952381,42949672.17190474,75612.80952380953,0.0,36441.52380952381,42949672.060952365,13548.85714285714,13374.685714285713,13462.057142857144,77785.52380952382,0.0,3816.8571428571427,0.0,0.0,0.0,102025478.09523809,583539362.0,986133360.0476191
Tue Mar 24 00:56:20 2020,7834.74,3223.8,21988.4,4294958507.55,42949672.08400001,7786.139999999999,4209.9,29206.9,4294955815.0,42949672.06300001,7728.0599999999995,3890.7,23473.85,4294951572.1,42949672.17149998,74659.2,0.0,36023.1,42949672.05999998,13557.66,13380.66,13466.640000000003,77833.6,0.0,3776.1,0.0,0.0,0.0,102026758.85,583539362.0,986133980.55
Tue Mar 24 00:57:20 2020,7835.7,3212.4,21859.15,4294958348.85,42949672.08300002,7785.719999999998,4100.7,28044.45,4294955303.35,42949672.07650001,7730.5199999999995,3777.3,22668.95,4294952138.7,42949672.17649998,72532.85,0.0,35958.15,42949672.06199999,13559.039999999999,13383.240000000002,13467.719999999998,77846.55,0.0,3690.3,0.0,0.0,0.0,102027985.0,583539362.0,986134576.05
Tue Mar 24 00:58:20 2020,7835.460000000001,3219.3,21908.9,4294958368.55,42949672.08850002,7785.839999999999,4102.5,28034.55,4294955283.4,42949672.07500001,7730.339999999998,3769.5,22614.35,4294952188.4,42949672.17449999,72577.8,0.0,36052.5,42949672.062499985,13557.840000000002,13383.179999999998,13470.720000000001,77843.5,0.0,3695.9,0.0,0.0,0.0,102029191.75,583539362.0,986135176.4
Tue Mar 24 00:59:20 2020,7835.88,3248.1,22192.15,4294958423.25,42949672.08150001,7786.379999999999,4076.7,27761.15,4294955179.05,42949672.07800002,7730.94,3723.0,22534.9,4294952724.7,42949672.17349999,72448.35,0.0,35546.2,42949672.06400001,13557.719999999998,13383.719999999998,13470.180000000002,77452.75,0.0,3682.1,0.0,0.0,0.0,102030404.7,583539362.0,986135774.5
Tue Mar 24 01:00:20 2020,7834.8,3288.3,22584.5,4294958671.55,42949672.072500005,7785.780000000001,4143.0,28526.2,4294955556.55,42949672.06850002,7731.479999999999,3789.9,23051.5,4294952580.75,42949672.16649999,74311.35,0.0,35093.85,42949672.05599998,13558.259999999998,13385.400000000003,13470.239999999996,77850.05,0.0,3741.2,0.0,0.0,0.0,102031624.15,583539362.0,986136361.8
Tue Mar 24 01:01:20 2020,7836.960000000001,3243.3,22137.55,4294958552.3,42949672.084500015,7788.420000000001,4120.5,28580.75,4294956162.7,42949672.06350002,7732.740000000001,3833.4,23374.5,4294952411.9,42949672.16649999,74137.65,0.0,34736.1,42949672.055499986,13560.840000000002,13387.14,13472.519999999999,77864.55,0.0,3730.9,0.0,0.0,0.0,102032860.35,583539362.0,986136942.1
Tue Mar 24 01:02:20 2020,7836.959999999999,3270.3,22345.9,4294958453.05,42949672.07900001,7788.899999999999,4131.3,28660.3,4294956162.65,42949672.06600001,7732.4400000000005,3856.2,23622.9,4294952406.9,42949672.16149999,74559.8,0.0,34890.25,42949672.05399998,13562.459999999997,13388.820000000002,13473.240000000002,77862.6,0.0,3756.8,0.0,0.0,0.0,102034102.25,583539362.0,986137522.6
Tue Mar 24 01:03:20 2020,7836.600000000001,3250.2,22142.45,4294958393.45,42949672.08150001,7788.6,4124.4,28640.6,4294956271.85,42949672.062,7734.660000000002,3872.1,23677.5,4294952337.3,42949672.16499998,74510.0,0.0,34895.25,42949672.05399998,13562.220000000001,13392.720000000005,13474.320000000002,77876.15,0.0,3748.1,0.0,0.0,0.0,102035343.45,583539362.0,986138104.15
Tue Mar 24 01:04:20 2020,7838.879999999999,3262.2,22246.7,4294958477.8,42949672.08050002,7792.8,4097.4,28402.05,4294956247.15,42949672.061500005,7737.9,3829.8,23483.8,4294952704.95,42949672.16099998,74117.7,0.0,34383.5,42949672.05349998,13566.240000000002,13398.6,13479.299999999997,77903.85,0.0,3724.4,0.0,0.0,0.0,102036580.6,583539362.0,986138680.85
Tue Mar 24 01:05:20 2020,7842.12,3191.4,21575.95,4294958294.2,42949672.088500015,7797.18,4016.4,27771.15,4294956381.3,42949672.07000001,7739.5199999999995,3804.9,23175.8,4294952600.65,42949672.165499985,72473.3,0.0,34617.0,42949672.061500005,13570.8,13403.219999999998,13485.719999999998,76375.55,0.0,3666.7,0.0,0.0,0.0,102037791.95,583539362.0,986139256.65
Tue Mar 24 01:06:20 2020,7842.42,3142.5,21118.95,4294958308.95,42949672.096000016,7797.719999999999,3919.2,26782.35,4294956271.9,42949672.080500014,7743.000000000002,3702.3,22455.35,4294953052.85,42949672.17149999,70356.7,0.0,34323.7,42949672.06800001,13573.320000000002,13406.220000000001,13488.839999999997,70153.05,0.0,3591.4,0.0,0.0,0.0,102038987.3,583539362.0,986139830.9
