DISPOSITIVO,timestamp_UTC,timestamp_LOCAL,P
Maquina de Bolsas,1696913400,2023-10-10 01:50:00 -03,221
Maquina de Bolsas,1696913100,2023-10-10 01:45:00 -03,202
Maquina de Bolsas,1696912800,2023-10-10 01:40:00 -03,220
Maquina de Bolsas,1696912501,2023-10-10 01:35:01 -03,211
Maquina de Bolsas,1696912200,2023-10-10 01:30:00 -03,220
Maquina de Bolsas,1696911901,2023-10-10 01:25:01 -03,202
Maquina de Bolsas,1696911600,2023-10-10 01:20:00 -03,235
Maquina de Bolsas,1696911300,2023-10-10 01:15:00 -03,211
Maquina de Bolsas,1696911001,2023-10-10 01:10:01 -03,211
Maquina de Bolsas,1696910700,2023-10-10 01:05:00 -03,233
Maquina de Bolsas,1696910400,2023-10-10 01:00:00 -03,203
Maquina de Bolsas,1696910100,2023-10-10 00:55:00 -03,219
Maquina de Bolsas,1696909800,2023-10-10 00:50:00 -03,210
Maquina de Bolsas,1696909501,2023-10-10 00:45:01 -03,219
Maquina de Bolsas,1696909200,2023-10-10 00:40:00 -03,231
Maquina de Bolsas,1696908900,2023-10-10 00:35:00 -03,207
Maquina de Bolsas,1696908601,2023-10-10 00:30:01 -03,211
Maquina de Bolsas,1696908300,2023-10-10 00:25:00 -03,208
Maquina de Bolsas,1696908000,2023-10-10 00:20:00 -03,221
Maquina de Bolsas,1696907701,2023-10-10 00:15:01 -03,210
Maquina de Bolsas,1696907400,2023-10-10 00:10:00 -03,218
Maquina de Bolsas,1696907101,2023-10-10 00:05:01 -03,247
Maquina de Bolsas,1696906800,2023-10-10 00:00:00 -03,202
Maquina de Bolsas,1696906501,2023-10-09 23:55:01 -03,219
Maquina de Bolsas,1696906200,2023-10-09 23:50:00 -03,203
Maquina de Bolsas,1696905901,2023-10-09 23:45:01 -03,207
Maquina de Bolsas,1696905600,2023-10-09 23:40:00 -03,209
Maquina de Bolsas,1696905301,2023-10-09 23:35:01 -03,193
Maquina de Bolsas,1696905000,2023-10-09 23:30:00 -03,210
Maquina de Bolsas,1696904701,2023-10-09 23:25:01 -03,210
Maquina de Bolsas,1696904400,2023-10-09 23:20:00 -03,225
Maquina de Bolsas,1696904101,2023-10-09 23:15:01 -03,216
Maquina de Bolsas,1696903800,2023-10-09 23:10:00 -03,203
Maquina de Bolsas,1696903501,2023-10-09 23:05:01 -03,203
Maquina de Bolsas,1696903200,2023-10-09 23:00:00 -03,212
Maquina de Bolsas,1696902901,2023-10-09 22:55:01 -03,201
Maquina de Bolsas,1696902600,2023-10-09 22:50:00 -03,210
Maquina de Bolsas,1696902301,2023-10-09 22:45:01 -03,190
Maquina de Bolsas,1696902000,2023-10-09 22:40:00 -03,225
Maquina de Bolsas,1696901701,2023-10-09 22:35:01 -03,211
Maquina de Bolsas,1696901400,2023-10-09 22:30:00 -03,233
Maquina de Bolsas,1696901101,2023-10-09 22:25:01 -03,199
Maquina de Bolsas,1696900800,2023-10-09 22:20:00 -03,195
Maquina de Bolsas,1696900501,2023-10-09 22:15:01 -03,221
Maquina de Bolsas,1696900200,2023-10-09 22:10:00 -03,183
Maquina de Bolsas,1696899901,2023-10-09 22:05:01 -03,218
Maquina de Bolsas,1696899600,2023-10-09 22:00:00 -03,183
Maquina de Bolsas,1696899301,2023-10-09 21:55:01 -03,212
Maquina de Bolsas,1696899000,2023-10-09 21:50:00 -03,227
Maquina de Bolsas,1696898700,2023-10-09 21:45:00 -03,211
Maquina de Bolsas,1696898400,2023-10-09 21:40:00 -03,218
Maquina de Bolsas,1696898101,2023-10-09 21:35:01 -03,201
Maquina de Bolsas,1696897800,2023-10-09 21:30:00 -03,192
Maquina de Bolsas,1696897500,2023-10-09 21:25:00 -03,221
Maquina de Bolsas,1696897200,2023-10-09 21:20:00 -03,215
Maquina de Bolsas,1696896901,2023-10-09 21:15:01 -03,211
Maquina de Bolsas,1696896600,2023-10-09 21:10:00 -03,223
Maquina de Bolsas,1696896301,2023-10-09 21:05:01 -03,189
Maquina de Bolsas,1696896000,2023-10-09 21:00:00 -03,229
Maquina de Bolsas,1696895701,2023-10-09 20:55:01 -03,204
Maquina de Bolsas,1696895400,2023-10-09 20:50:00 -03,207
Maquina de Bolsas,1696895101,2023-10-09 20:45:01 -03,210
Maquina de Bolsas,1696894800,2023-10-09 20:40:00 -03,200
Maquina de Bolsas,1696894500,2023-10-09 20:35:00 -03,214
Maquina de Bolsas,1696894201,2023-10-09 20:30:01 -03,220
Maquina de Bolsas,1696893900,2023-10-09 20:25:00 -03,213
Maquina de Bolsas,1696893601,2023-10-09 20:20:01 -03,210
Maquina de Bolsas,1696893300,2023-10-09 20:15:00 -03,208
Maquina de Bolsas,1696893000,2023-10-09 20:10:00 -03,233
Maquina de Bolsas,1696892700,2023-10-09 20:05:00 -03,208
Maquina de Bolsas,1696892401,2023-10-09 20:00:01 -03,204
Maquina de Bolsas,1696892100,2023-10-09 19:55:00 -03,204
Maquina de Bolsas,1696891801,2023-10-09 19:50:01 -03,194
Maquina de Bolsas,1696891500,2023-10-09 19:45:00 -03,204
Maquina de Bolsas,1696891201,2023-10-09 19:40:01 -03,196
Maquina de Bolsas,1696890900,2023-10-09 19:35:00 -03,215
Maquina de Bolsas,1696890600,2023-10-09 19:30:00 -03,214
Maquina de Bolsas,1696890301,2023-10-09 19:25:01 -03,197
Maquina de Bolsas,1696890000,2023-10-09 19:20:00 -03,198
Maquina de Bolsas,1696889701,2023-10-09 19:15:01 -03,207
Maquina de Bolsas,1696889400,2023-10-09 19:10:00 -03,202
Maquina de Bolsas,1696889100,2023-10-09 19:05:00 -03,221
Maquina de Bolsas,1696888800,2023-10-09 19:00:00 -03,209
Maquina de Bolsas,1696888500,2023-10-09 18:55:00 -03,213
Maquina de Bolsas,1696888200,2023-10-09 18:50:00 -03,203
Maquina de Bolsas,1696887901,2023-10-09 18:45:01 -03,205
Maquina de Bolsas,1696887600,2023-10-09 18:40:00 -03,220
Maquina de Bolsas,1696887301,2023-10-09 18:35:01 -03,207
Maquina de Bolsas,1696887000,2023-10-09 18:30:00 -03,209
Maquina de Bolsas,1696886701,2023-10-09 18:25:01 -03,207
Maquina de Bolsas,1696886400,2023-10-09 18:20:00 -03,217
Maquina de Bolsas,1696886101,2023-10-09 18:15:01 -03,203
Maquina de Bolsas,1696885800,2023-10-09 18:10:00 -03,218
Maquina de Bolsas,1696885501,2023-10-09 18:05:01 -03,220
Maquina de Bolsas,1696885200,2023-10-09 18:00:00 -03,212
Maquina de Bolsas,1696884901,2023-10-09 17:55:01 -03,214
Maquina de Bolsas,1696884600,2023-10-09 17:50:00 -03,191
Maquina de Bolsas,1696884301,2023-10-09 17:45:01 -03,218
Maquina de Bolsas,1696884000,2023-10-09 17:40:00 -03,218
Maquina de Bolsas,1696883701,2023-10-09 17:35:01 -03,201
Maquina de Bolsas,1696883400,2023-10-09 17:30:00 -03,233
Maquina de Bolsas,1696883101,2023-10-09 17:25:01 -03,209
Maquina de Bolsas,1696882800,2023-10-09 17:20:00 -03,212
Maquina de Bolsas,1696882501,2023-10-09 17:15:01 -03,187
Maquina de Bolsas,1696882200,2023-10-09 17:10:00 -03,230
Maquina de Bolsas,1696881901,2023-10-09 17:05:01 -03,197
Maquina de Bolsas,1696881600,2023-10-09 17:00:00 -03,202
Maquina de Bolsas,1696881300,2023-10-09 16:55:00 -03,200
Maquina de Bolsas,1696881001,2023-10-09 16:50:01 -03,208
Maquina de Bolsas,1696880700,2023-10-09 16:45:00 -03,196
Maquina de Bolsas,1696880401,2023-10-09 16:40:01 -03,190
Maquina de Bolsas,1696880100,2023-10-09 16:35:00 -03,212
Maquina de Bolsas,1696879801,2023-10-09 16:30:01 -03,220
Maquina de Bolsas,1696879500,2023-10-09 16:25:00 -03,194
Maquina de Bolsas,1696879201,2023-10-09 16:20:01 -03,202
Maquina de Bolsas,1696878900,2023-10-09 16:15:00 -03,197
Maquina de Bolsas,1696878601,2023-10-09 16:10:01 -03,268
Maquina de Bolsas,1696878300,2023-10-09 16:05:00 -03,204
Maquina de Bolsas,1696878001,2023-10-09 16:00:01 -03,195
Maquina de Bolsas,1696877700,2023-10-09 15:55:00 -03,214
Maquina de Bolsas,1696877401,2023-10-09 15:50:01 -03,207
Maquina de Bolsas,1696877100,2023-10-09 15:45:00 -03,231
Maquina de Bolsas,1696876800,2023-10-09 15:40:00 -03,187
Maquina de Bolsas,1696876500,2023-10-09 15:35:00 -03,218
Maquina de Bolsas,1696876200,2023-10-09 15:30:00 -03,229
Maquina de Bolsas,1696875900,2023-10-09 15:25:00 -03,206
Maquina de Bolsas,1696875600,2023-10-09 15:20:00 -03,231
Maquina de Bolsas,1696875301,2023-10-09 15:15:01 -03,216
Maquina de Bolsas,1696875000,2023-10-09 15:10:00 -03,206
Maquina de Bolsas,1696874701,2023-10-09 15:05:01 -03,211
Maquina de Bolsas,1696874400,2023-10-09 15:00:00 -03,214
Maquina de Bolsas,1696874100,2023-10-09 14:55:00 -03,207
Maquina de Bolsas,1696873800,2023-10-09 14:50:00 -03,198
Maquina de Bolsas,1696873500,2023-10-09 14:45:00 -03,198
Maquina de Bolsas,1696873200,2023-10-09 14:40:00 -03,190
Maquina de Bolsas,1696872901,2023-10-09 14:35:01 -03,205
Maquina de Bolsas,1696872600,2023-10-09 14:30:00 -03,204
Maquina de Bolsas,1696872301,2023-10-09 14:25:01 -03,224
Maquina de Bolsas,1696872000,2023-10-09 14:20:00 -03,214
Maquina de Bolsas,1696871701,2023-10-09 14:15:01 -03,190
Maquina de Bolsas,1696871400,2023-10-09 14:10:00 -03,215
Maquina de Bolsas,1696871101,2023-10-09 14:05:01 -03,227
Maquina de Bolsas,1696870800,2023-10-09 14:00:00 -03,193
Maquina de Bolsas,1696870501,2023-10-09 13:55:01 -03,210
Maquina de Bolsas,1696870200,2023-10-09 13:50:00 -03,205
Maquina de Bolsas,1696869901,2023-10-09 13:45:01 -03,228
Maquina de Bolsas,1696869600,2023-10-09 13:40:00 -03,217
Maquina de Bolsas,1696869301,2023-10-09 13:35:01 -03,207
Maquina de Bolsas,1696869000,2023-10-09 13:30:00 -03,236
Maquina de Bolsas,1696868700,2023-10-09 13:25:00 -03,233
Maquina de Bolsas,1696868400,2023-10-09 13:20:00 -03,230
Maquina de Bolsas,1696868100,2023-10-09 13:15:00 -03,205
Maquina de Bolsas,1696867801,2023-10-09 13:10:01 -03,208
Maquina de Bolsas,1696867500,2023-10-09 13:05:00 -03,199
Maquina de Bolsas,1696867201,2023-10-09 13:00:01 -03,186
Maquina de Bolsas,1696866900,2023-10-09 12:55:00 -03,199
Maquina de Bolsas,1696866601,2023-10-09 12:50:01 -03,198
Maquina de Bolsas,1696866300,2023-10-09 12:45:00 -03,220
Maquina de Bolsas,1696866001,2023-10-09 12:40:01 -03,205
Maquina de Bolsas,1696865701,2023-10-09 12:35:01 -03,224
Maquina de Bolsas,1696865400,2023-10-09 12:30:00 -03,201
Maquina de Bolsas,1696865100,2023-10-09 12:25:00 -03,215
Maquina de Bolsas,1696864801,2023-10-09 12:20:01 -03,227
Maquina de Bolsas,1696864501,2023-10-09 12:15:01 -03,208
Maquina de Bolsas,1696864200,2023-10-09 12:10:00 -03,201
Maquina de Bolsas,1696863901,2023-10-09 12:05:01 -03,225
Maquina de Bolsas,1696863600,2023-10-09 12:00:00 -03,211
Maquina de Bolsas,1696863300,2023-10-09 11:55:00 -03,219
Maquina de Bolsas,1696863001,2023-10-09 11:50:01 -03,213
Maquina de Bolsas,1696862700,2023-10-09 11:45:00 -03,214
Maquina de Bolsas,1696862401,2023-10-09 11:40:01 -03,211
Maquina de Bolsas,1696862101,2023-10-09 11:35:01 -03,227
Maquina de Bolsas,1696861800,2023-10-09 11:30:00 -03,208
Maquina de Bolsas,1696861501,2023-10-09 11:25:01 -03,214
Maquina de Bolsas,1696861200,2023-10-09 11:20:00 -03,224
Maquina de Bolsas,1696860901,2023-10-09 11:15:01 -03,199
Maquina de Bolsas,1696860600,2023-10-09 11:10:00 -03,220
Maquina de Bolsas,1696860301,2023-10-09 11:05:01 -03,216
Maquina de Bolsas,1696860000,2023-10-09 11:00:00 -03,205
Maquina de Bolsas,1696859701,2023-10-09 10:55:01 -03,209
Maquina de Bolsas,1696859400,2023-10-09 10:50:00 -03,224
Maquina de Bolsas,1696859101,2023-10-09 10:45:01 -03,205
Maquina de Bolsas,1696858800,2023-10-09 10:40:00 -03,194
Maquina de Bolsas,1696858500,2023-10-09 10:35:00 -03,222
Maquina de Bolsas,1696858200,2023-10-09 10:30:00 -03,201
Maquina de Bolsas,1696857900,2023-10-09 10:25:00 -03,211
Maquina de Bolsas,1696857601,2023-10-09 10:20:01 -03,210
Maquina de Bolsas,1696857300,2023-10-09 10:15:00 -03,184
Maquina de Bolsas,1696857001,2023-10-09 10:10:01 -03,210
Maquina de Bolsas,1696856700,2023-10-09 10:05:00 -03,219
Maquina de Bolsas,1696856400,2023-10-09 10:00:00 -03,187
Maquina de Bolsas,1696856100,2023-10-09 09:55:00 -03,202
Maquina de Bolsas,1696855800,2023-10-09 09:50:00 -03,211
Maquina de Bolsas,1696855501,2023-10-09 09:45:01 -03,240
Maquina de Bolsas,1696855200,2023-10-09 09:40:00 -03,205
Maquina de Bolsas,1696854901,2023-10-09 09:35:01 -03,215
Maquina de Bolsas,1696854600,2023-10-09 09:30:00 -03,189
Maquina de Bolsas,1696854301,2023-10-09 09:25:01 -03,217
Maquina de Bolsas,1696854000,2023-10-09 09:20:00 -03,188
Maquina de Bolsas,1696853700,2023-10-09 09:15:00 -03,216
Maquina de Bolsas,1696853400,2023-10-09 09:10:00 -03,196
Maquina de Bolsas,1696853101,2023-10-09 09:05:01 -03,200
Maquina de Bolsas,1696852800,2023-10-09 09:00:00 -03,219
Maquina de Bolsas,1696852501,2023-10-09 08:55:01 -03,213
Maquina de Bolsas,1696852200,2023-10-09 08:50:00 -03,218
Maquina de Bolsas,1696851901,2023-10-09 08:45:01 -03,222
Maquina de Bolsas,1696851600,2023-10-09 08:40:00 -03,182
Maquina de Bolsas,1696851301,2023-10-09 08:35:01 -03,225
Maquina de Bolsas,1696851000,2023-10-09 08:30:00 -03,203
Maquina de Bolsas,1696850700,2023-10-09 08:25:00 -03,224
Maquina de Bolsas,1696850400,2023-10-09 08:20:00 -03,212
Maquina de Bolsas,1696850101,2023-10-09 08:15:01 -03,240
Maquina de Bolsas,1696849800,2023-10-09 08:10:00 -03,164
Maquina de Bolsas,1696849501,2023-10-09 08:05:01 -03,167
Maquina de Bolsas,1696849200,2023-10-09 08:00:00 -03,180
Maquina de Bolsas,1696848901,2023-10-09 07:55:01 -03,171
Maquina de Bolsas,1696848600,2023-10-09 07:50:00 -03,194
Maquina de Bolsas,1696848301,2023-10-09 07:45:01 -03,171
Maquina de Bolsas,1696848000,2023-10-09 07:40:00 -03,176
Maquina de Bolsas,1696847701,2023-10-09 07:35:01 -03,152
Maquina de Bolsas,1696847401,2023-10-09 07:30:01 -03,171
Maquina de Bolsas,1696847100,2023-10-09 07:25:00 -03,175
Maquina de Bolsas,1696846800,2023-10-09 07:20:00 -03,158
Maquina de Bolsas,1696846500,2023-10-09 07:15:00 -03,167
Maquina de Bolsas,1696846200,2023-10-09 07:10:00 -03,148
Maquina de Bolsas,1696845900,2023-10-09 07:05:00 -03,161
Maquina de Bolsas,1696845600,2023-10-09 07:00:00 -03,163
Maquina de Bolsas,1696845300,2023-10-09 06:55:00 -03,168
Maquina de Bolsas,1696845000,2023-10-09 06:50:00 -03,154
Maquina de Bolsas,1696844701,2023-10-09 06:45:01 -03,177
Maquina de Bolsas,1696844400,2023-10-09 06:40:00 -03,157
Maquina de Bolsas,1696844101,2023-10-09 06:35:01 -03,175
Maquina de Bolsas,1696843800,2023-10-09 06:30:00 -03,147
Maquina de Bolsas,1696843500,2023-10-09 06:25:00 -03,168
Maquina de Bolsas,1696843200,2023-10-09 06:20:00 -03,188
Maquina de Bolsas,1696842901,2023-10-09 06:15:01 -03,167
Maquina de Bolsas,1696842601,2023-10-09 06:10:01 -03,155
Maquina de Bolsas,1696842300,2023-10-09 06:05:00 -03,159
Maquina de Bolsas,1696842000,2023-10-09 06:00:00 -03,158
Maquina de Bolsas,1696841700,2023-10-09 05:55:00 -03,160
Maquina de Bolsas,1696841400,2023-10-09 05:50:00 -03,173
Maquina de Bolsas,1696841100,2023-10-09 05:45:00 -03,171
Maquina de Bolsas,1696840800,2023-10-09 05:40:00 -03,163
Maquina de Bolsas,1696840500,2023-10-09 05:35:00 -03,173
Maquina de Bolsas,1696840200,2023-10-09 05:30:00 -03,158
Maquina de Bolsas,1696839900,2023-10-09 05:25:00 -03,165
Maquina de Bolsas,1696839600,2023-10-09 05:20:00 -03,168
Maquina de Bolsas,1696839300,2023-10-09 05:15:00 -03,152
Maquina de Bolsas,1696839000,2023-10-09 05:10:00 -03,160
Maquina de Bolsas,1696838700,2023-10-09 05:05:00 -03,176
Maquina de Bolsas,1696838400,2023-10-09 05:00:00 -03,152
Maquina de Bolsas,1696838101,2023-10-09 04:55:01 -03,147
Maquina de Bolsas,1696837800,2023-10-09 04:50:00 -03,156
Maquina de Bolsas,1696837500,2023-10-09 04:45:00 -03,179
Maquina de Bolsas,1696837201,2023-10-09 04:40:01 -03,175
Maquina de Bolsas,1696836900,2023-10-09 04:35:00 -03,195
Maquina de Bolsas,1696836600,2023-10-09 04:30:00 -03,154
Maquina de Bolsas,1696836300,2023-10-09 04:25:00 -03,163
Maquina de Bolsas,1696836001,2023-10-09 04:20:01 -03,178
Maquina de Bolsas,1696835700,2023-10-09 04:15:00 -03,149
Maquina de Bolsas,1696835401,2023-10-09 04:10:01 -03,159
Maquina de Bolsas,1696835100,2023-10-09 04:05:00 -03,179
Maquina de Bolsas,1696834800,2023-10-09 04:00:00 -03,170
Maquina de Bolsas,1696834500,2023-10-09 03:55:00 -03,172
Maquina de Bolsas,1696834200,2023-10-09 03:50:00 -03,163
Maquina de Bolsas,1696833900,2023-10-09 03:45:00 -03,183
Maquina de Bolsas,1696833601,2023-10-09 03:40:01 -03,141
Maquina de Bolsas,1696833300,2023-10-09 03:35:00 -03,168
Maquina de Bolsas,1696833001,2023-10-09 03:30:01 -03,199
Maquina de Bolsas,1696832700,2023-10-09 03:25:00 -03,157
Maquina de Bolsas,1696832401,2023-10-09 03:20:01 -03,149
Maquina de Bolsas,1696832100,2023-10-09 03:15:00 -03,157
Maquina de Bolsas,1696831801,2023-10-09 03:10:01 -03,173
Maquina de Bolsas,1696831500,2023-10-09 03:05:00 -03,149
Maquina de Bolsas,1696831201,2023-10-09 03:00:01 -03,183
Maquina de Bolsas,1696830900,2023-10-09 02:55:00 -03,168
Maquina de Bolsas,1696830601,2023-10-09 02:50:01 -03,159
Maquina de Bolsas,1696830300,2023-10-09 02:45:00 -03,170
Maquina de Bolsas,1696830001,2023-10-09 02:40:01 -03,167
Maquina de Bolsas,1696829700,2023-10-09 02:35:00 -03,162
Maquina de Bolsas,1696829401,2023-10-09 02:30:01 -03,172
Maquina de Bolsas,1696829100,2023-10-09 02:25:00 -03,190
Maquina de Bolsas,1696828800,2023-10-09 02:20:00 -03,186
Maquina de Bolsas,1696828501,2023-10-09 02:15:01 -03,161
Maquina de Bolsas,1696828200,2023-10-09 02:10:00 -03,168
Maquina de Bolsas,1696827901,2023-10-09 02:05:01 -03,164
Maquina de Bolsas,1696827600,2023-10-09 02:00:00 -03,161
Maquina de Bolsas,1696827301,2023-10-09 01:55:01 -03,160
Maquina de Bolsas,1696827000,2023-10-09 01:50:00 -03,164
Maquina de Bolsas,1696826701,2023-10-09 01:45:01 -03,170
Maquina de Bolsas,1696826400,2023-10-09 01:40:00 -03,186
Maquina de Bolsas,1696826101,2023-10-09 01:35:01 -03,163
Maquina de Bolsas,1696825800,2023-10-09 01:30:00 -03,166
Maquina de Bolsas,1696825501,2023-10-09 01:25:01 -03,155
Maquina de Bolsas,1696825200,2023-10-09 01:20:00 -03,190
Maquina de Bolsas,1696824901,2023-10-09 01:15:01 -03,187
Maquina de Bolsas,1696824600,2023-10-09 01:10:00 -03,169
Maquina de Bolsas,1696824300,2023-10-09 01:05:00 -03,176
Maquina de Bolsas,1696824000,2023-10-09 01:00:00 -03,169
Maquina de Bolsas,1696823700,2023-10-09 00:55:00 -03,176
Maquina de Bolsas,1696823401,2023-10-09 00:50:01 -03,157
Maquina de Bolsas,1696823100,2023-10-09 00:45:00 -03,154
Maquina de Bolsas,1696822800,2023-10-09 00:40:00 -03,183
Maquina de Bolsas,1696822501,2023-10-09 00:35:01 -03,171
Maquina de Bolsas,1696822200,2023-10-09 00:30:00 -03,158
Maquina de Bolsas,1696821901,2023-10-09 00:25:01 -03,159
Maquina de Bolsas,1696821600,2023-10-09 00:20:00 -03,176
Maquina de Bolsas,1696821301,2023-10-09 00:15:01 -03,168
Maquina de Bolsas,1696821000,2023-10-09 00:10:00 -03,149
Maquina de Bolsas,1696820701,2023-10-09 00:05:01 -03,158
Maquina de Bolsas,1696820400,2023-10-09 00:00:00 -03,176
Maquina de Bolsas,1696820101,2023-10-08 23:55:01 -03,148
Maquina de Bolsas,1696819800,2023-10-08 23:50:00 -03,178
Maquina de Bolsas,1696819501,2023-10-08 23:45:01 -03,154
Maquina de Bolsas,1696819200,2023-10-08 23:40:00 -03,152
Maquina de Bolsas,1696818900,2023-10-08 23:35:00 -03,150
Maquina de Bolsas,1696818600,2023-10-08 23:30:00 -03,183
Maquina de Bolsas,1696818301,2023-10-08 23:25:01 -03,164
Maquina de Bolsas,1696818000,2023-10-08 23:20:00 -03,178
Maquina de Bolsas,1696817701,2023-10-08 23:15:01 -03,143
Maquina de Bolsas,1696817400,2023-10-08 23:10:00 -03,170
Maquina de Bolsas,1696817101,2023-10-08 23:05:01 -03,166
Maquina de Bolsas,1696816800,2023-10-08 23:00:00 -03,172
Maquina de Bolsas,1696816500,2023-10-08 22:55:00 -03,168
Maquina de Bolsas,1696816200,2023-10-08 22:50:00 -03,190
Maquina de Bolsas,1696815900,2023-10-08 22:45:00 -03,146
Maquina de Bolsas,1696815601,2023-10-08 22:40:01 -03,181
Maquina de Bolsas,1696815300,2023-10-08 22:35:00 -03,165
Maquina de Bolsas,1696815001,2023-10-08 22:30:01 -03,167
Maquina de Bolsas,1696814700,2023-10-08 22:25:00 -03,154
Maquina de Bolsas,1696814401,2023-10-08 22:20:01 -03,153
Maquina de Bolsas,1696814100,2023-10-08 22:15:00 -03,172
Maquina de Bolsas,1696813801,2023-10-08 22:10:01 -03,177
Maquina de Bolsas,1696813500,2023-10-08 22:05:00 -03,164
Maquina de Bolsas,1696813201,2023-10-08 22:00:01 -03,177
Maquina de Bolsas,1696812900,2023-10-08 21:55:00 -03,171
Maquina de Bolsas,1696812601,2023-10-08 21:50:01 -03,161
Maquina de Bolsas,1696812300,2023-10-08 21:45:00 -03,160
Maquina de Bolsas,1696812000,2023-10-08 21:40:00 -03,164
Maquina de Bolsas,1696811700,2023-10-08 21:35:00 -03,166
Maquina de Bolsas,1696811400,2023-10-08 21:30:00 -03,170
Maquina de Bolsas,1696811101,2023-10-08 21:25:01 -03,193
Maquina de Bolsas,1696810800,2023-10-08 21:20:00 -03,163
Maquina de Bolsas,1696810501,2023-10-08 21:15:01 -03,176
Maquina de Bolsas,1696810200,2023-10-08 21:10:00 -03,173
Maquina de Bolsas,1696809901,2023-10-08 21:05:01 -03,171
Maquina de Bolsas,1696809601,2023-10-08 21:00:01 -03,175
Maquina de Bolsas,1696809300,2023-10-08 20:55:00 -03,161
Maquina de Bolsas,1696809001,2023-10-08 20:50:01 -03,171
Maquina de Bolsas,1696808700,2023-10-08 20:45:00 -03,172
Maquina de Bolsas,1696808401,2023-10-08 20:40:01 -03,169
Maquina de Bolsas,1696808100,2023-10-08 20:35:00 -03,159
Maquina de Bolsas,1696807801,2023-10-08 20:30:01 -03,175
Maquina de Bolsas,1696807500,2023-10-08 20:25:00 -03,155
Maquina de Bolsas,1696807200,2023-10-08 20:20:00 -03,182
Maquina de Bolsas,1696806901,2023-10-08 20:15:01 -03,170
Maquina de Bolsas,1696806600,2023-10-08 20:10:00 -03,184
Maquina de Bolsas,1696806301,2023-10-08 20:05:01 -03,155
Maquina de Bolsas,1696806000,2023-10-08 20:00:00 -03,157
Maquina de Bolsas,1696805701,2023-10-08 19:55:01 -03,166
Maquina de Bolsas,1696805401,2023-10-08 19:50:01 -03,171
Maquina de Bolsas,1696805100,2023-10-08 19:45:00 -03,171
Maquina de Bolsas,1696804800,2023-10-08 19:40:00 -03,164
Maquina de Bolsas,1696804501,2023-10-08 19:35:01 -03,206
Maquina de Bolsas,1696804200,2023-10-08 19:30:00 -03,156
Maquina de Bolsas,1696803900,2023-10-08 19:25:00 -03,160
Maquina de Bolsas,1696803600,2023-10-08 19:20:00 -03,183
Maquina de Bolsas,1696803300,2023-10-08 19:15:00 -03,183
Maquina de Bolsas,1696803000,2023-10-08 19:10:00 -03,177
Maquina de Bolsas,1696802700,2023-10-08 19:05:00 -03,170
Maquina de Bolsas,1696802400,2023-10-08 19:00:00 -03,175
Maquina de Bolsas,1696802101,2023-10-08 18:55:01 -03,149
Maquina de Bolsas,1696801800,2023-10-08 18:50:00 -03,175
Maquina de Bolsas,1696801501,2023-10-08 18:45:01 -03,190
Maquina de Bolsas,1696801200,2023-10-08 18:40:00 -03,173
Maquina de Bolsas,1696800901,2023-10-08 18:35:01 -03,182
Maquina de Bolsas,1696800600,2023-10-08 18:30:00 -03,153
Maquina de Bolsas,1696800301,2023-10-08 18:25:01 -03,156
Maquina de Bolsas,1696800000,2023-10-08 18:20:00 -03,193
Maquina de Bolsas,1696799701,2023-10-08 18:15:01 -03,167
Maquina de Bolsas,1696799400,2023-10-08 18:10:00 -03,160
Maquina de Bolsas,1696799101,2023-10-08 18:05:01 -03,157
Maquina de Bolsas,1696798800,2023-10-08 18:00:00 -03,170
Maquina de Bolsas,1696798501,2023-10-08 17:55:01 -03,174
Maquina de Bolsas,1696798200,2023-10-08 17:50:00 -03,154
Maquina de Bolsas,1696797901,2023-10-08 17:45:01 -03,168
Maquina de Bolsas,1696797600,2023-10-08 17:40:00 -03,180
Maquina de Bolsas,1696797300,2023-10-08 17:35:00 -03,172
Maquina de Bolsas,1696797001,2023-10-08 17:30:01 -03,176
Maquina de Bolsas,1696796700,2023-10-08 17:25:00 -03,171
Maquina de Bolsas,1696796401,2023-10-08 17:20:01 -03,155
Maquina de Bolsas,1696796100,2023-10-08 17:15:00 -03,185
Maquina de Bolsas,1696795801,2023-10-08 17:10:01 -03,162
Maquina de Bolsas,1696795500,2023-10-08 17:05:00 -03,165
Maquina de Bolsas,1696795201,2023-10-08 17:00:01 -03,179
Maquina de Bolsas,1696794900,2023-10-08 16:55:00 -03,173
Maquina de Bolsas,1696794601,2023-10-08 16:50:01 -03,157
Maquina de Bolsas,1696794300,2023-10-08 16:45:00 -03,189
Maquina de Bolsas,1696794001,2023-10-08 16:40:01 -03,178
Maquina de Bolsas,1696793700,2023-10-08 16:35:00 -03,205
Maquina de Bolsas,1696793400,2023-10-08 16:30:00 -03,167
Maquina de Bolsas,1696793101,2023-10-08 16:25:01 -03,163
Maquina de Bolsas,1696792800,2023-10-08 16:20:00 -03,165
Maquina de Bolsas,1696792501,2023-10-08 16:15:01 -03,157
Maquina de Bolsas,1696792200,2023-10-08 16:10:00 -03,154
Maquina de Bolsas,1696791901,2023-10-08 16:05:01 -03,168
Maquina de Bolsas,1696791600,2023-10-08 16:00:00 -03,182
Maquina de Bolsas,1696791301,2023-10-08 15:55:01 -03,173
Maquina de Bolsas,1696791000,2023-10-08 15:50:00 -03,167
Maquina de Bolsas,1696790701,2023-10-08 15:45:01 -03,160
